NAME,BRAND,BARCODE,SKU CODE,PRODUCT CODE,HSN CODE,PLU NO,COST PRICE,MRP,SALE PRICE,WHOLESALE PRICE,SPECIAL PRICE,ONLINE PRICE,WEIGHT,QUANTITY,EXPIRED QUANTITY,NEAR EXPIRY QUANTITY,TAX,TYPE,CESS,CESS ON,CESS TYPE,TAX AMOUNT,TAXABLE VALUE,CESS TAX AMOUNT,ADDITIONAL CESS TAX AMOUNT,SUPPLIER,DISCOUNT(₹),DISCOUNT(%),ACTUAL MARGIN (₹),MARGIN ON CP (%),MARGIN ON SP (%),CATEGORY,SUB CATEGORY,INSTOCK VALUE
Sanipro Xl 8 Pads,,8908015914003,,,,PLU001,,35,35,35,35,35,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,35,0,100,Miscellaneous,Miscellaneous,0
Amindates Dates 500g,,8908015626005,,,,PLU001,,275,165,165,165,165,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,110,40,165,0,100,Miscellaneous,Miscellaneous,0
Arusha Water 1/2 Le,,8908014817015,,,,PLU001,,12,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,16.667,10,0,100,Miscellaneous,Miscellaneous,0
Priyta Gold R / S Oil 2 Li,,8908014029180,,,,PLU001,,434,325,325,325,325,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,109,25.115,325,0,100,Miscellaneous,Miscellaneous,0
Surichi Gold Palmolein 700 G,,8908014029098,,,,PLU001,,133,105,105,105,105,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,28,21.053,105,0,100,Miscellaneous,Miscellaneous,0
Clean Bac Ethonal,,8908011805572,,,,PLU001,,189,185,185,185,185,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,2.116,185,0,100,Miscellaneous,Miscellaneous,0
Wah Suji 500 G,,8908011556047,,,,PLU001,,30,25,25,25,25,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,16.667,25,0,100,Miscellaneous,Miscellaneous,0
Pearl Garbage Bags Extra Large 1box,,8908011416099,,,,PLU001,,115,105,105,105,105,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,8.696,105,0,100,Miscellaneous,Miscellaneous,0
Pearl Garbage Bags Medium 1box,,8908011416075,,,,PLU001,,64,55,55,55,55,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,9,14.063,55,0,100,Miscellaneous,Miscellaneous,0
Nine Soft Xl 6 Pads,,8908010780801,,,,PLU001,,45,43,43,43,43,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,4.444,43,0,100,Miscellaneous,Miscellaneous,0
Niine Sanitary Pads,,8908010780207,,,,PLU001,,35,35,35,35,35,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-35,0,0,,0,0,35,0,100,Miscellaneous,Miscellaneous,0
Nine Regular 6 Pads,,8908010780191,,,,PLU001,,28,27,27,27,27,1 pc,-2,0,0,0,CGST + SGST,0,1,1,0,-54,0,0,,1,3.571,27,0,100,Miscellaneous,Miscellaneous,0
Nine Dry E / L 6 Pads,,8908010780177,,,,PLU001,,35,34,34,34,34,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,2.857,34,0,100,Miscellaneous,Miscellaneous,0
Kashish Pista 250g,,8908010733241,,,,PLU001,,490,260,240,240,260,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,230,46.939,260,0,100,Miscellaneous,Miscellaneous,0
Smething Something 60 Ml,,8908010273051,,,,PLU001,,192,185,185,185,185,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,7,3.646,185,0,100,Miscellaneous,Miscellaneous,0
Something Something 100 Ml,,8908010273044,,,,PLU001,,270,250,250,250,250,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,20,7.407,250,0,100,Miscellaneous,Miscellaneous,0
Niloufer Osmania 500g,,8908010271019,,,,PLU001,,170,155,155,155,155,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,8.824,155,0,100,Miscellaneous,Miscellaneous,0
Niloufer Osmania 500g,,8908010271019,,,,PLU001,,190,170,170,170,170,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,20,10.526,170,0,100,Miscellaneous,Miscellaneous,0
Bauli Orange Vanilla Cake 28 G,,8908009419958,,,,PLU001,11,12,12,12,12,12,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,144,0,0,,0,0,1,9.091,8.333,Miscellaneous,Miscellaneous,11
Bauli Moonfils Strawberry 50 G,,8908009419712,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Bauli Spyroll Choco 28 G,,8908009419682,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Bauli Moonfils Vanilla 50 G,,8908009419477,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Bauli Moonfils Vanilla 45 G,,8908009419392,,,,PLU001,,15,15,15,15,15,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,15,0,100,Miscellaneous,Miscellaneous,0
Bauli Moonfils Choco 50 G,,8908009419279,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Bauli Moonfils Strawberry 45 G,,8908009419149,,,,PLU001,,15,15,15,15,15,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,15,0,100,Miscellaneous,Miscellaneous,0
Bauli Moonfils Choco Veg 45 G,,8908009419101,,,,PLU002,17,20,20,20,20,20,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,140,0,0,,0,0,3,17.647,15,Miscellaneous,Miscellaneous,241
Bauli Moonfils Strawberry 50 G,,8908009419026,,,,PLU001,17,20,20,20,20,20,1 pc,28,0,0,0,CGST + SGST,0,1,1,0,560,0,0,,0,0,3,17.647,15,Miscellaneous,Miscellaneous,479.6
Bauli Moonfils Vanilla 50 G,,8908009419019,,,,PLU001,16.4,20,20,20,20,20,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,160,0,0,,0,0,3.6,21.951,18,Miscellaneous,Miscellaneous,164
Bauli Moonfils Choco 50 G,,8908009419002,,,,PLU001,17,20,20,20,20,20,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,0,0,3,17.647,15,Miscellaneous,Miscellaneous,476
Ajanta Baking Powder 100g,,8908008948039,,,,PLU001,,24,24,24,24,24,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,24,0,100,Miscellaneous,Miscellaneous,0
Azista Karela Biscuits 100 G,,8908008712098,,,,PLU001,,52,50,50,50,50,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,3.846,50,0,100,Miscellaneous,Miscellaneous,0
Nabati Pink Lava 33 G,,8908008674624,,,,PLU001,8.5,10,10,10,10,10,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,1.5,17.647,15,Miscellaneous,Miscellaneous,34
Nabati Pink Lava 310 G,,8908008674600,,,,PLU001,,120,115,115,115,115,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,4.167,115,0,100,Miscellaneous,Miscellaneous,0
Nabati Pink Lava 13 G,,8908008674594,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Nabati White 35 G,,8908008674570,,,,PLU001,8.5,10,10,10,10,10,1 pc,21,0,0,0,CGST + SGST,0,1,1,0,210,0,0,,0,0,1.5,17.647,15,Miscellaneous,Miscellaneous,178.5
Nabati Black 37g,,8908008674556,,,,PLU001,9,10,10,10,10,10,1 pc,157,0,0,0,CGST + SGST,0,1,1,0,1570,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,1413
Nabati Yellow 37g,,8908008674532,,,,PLU001,9,10,10,10,10,10,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,207
Nabati Richoco 13 G,,8908008674488,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Nabati Richeese 13 G,,8908008674396,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Nabati Cream Wafer 16 G,,8908008674051,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Nabati Yellow 37g,,8908008674013,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Kimia Dates 500g,,8908008625282,,,,PLU001,165,275,190,145,145,145,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-190,0,0,,85,30.909,25,15.152,13.158,Miscellaneous,Miscellaneous,0
Cyto Dishwash Bar,,8908008381140,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Samar 10/-,,8908008381133,,,,PLU001,,10,9.5,9,9,9,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0.5,5,9.5,0,100,Miscellaneous,Miscellaneous,0
Cyto 10/-,,8908008381058,,,,PLU001,,10,9.5,9,9,9,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0.5,5,9.5,0,100,Miscellaneous,Miscellaneous,0
Cyto 10/-,,8908008381058,,,,PLU001,,15,14,14,14,14,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,6.667,14,0,100,Miscellaneous,Miscellaneous,0
Varsha Pink 10/-,,8908008381041,,,,PLU001,,10,9.5,9,9,9,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0.5,5,9.5,0,100,Miscellaneous,Miscellaneous,0
Varsha Gold 10/-,,8908008381034,,,,PLU001,,10,9.5,9,9,9,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0.5,5,9.5,0,100,Miscellaneous,Miscellaneous,0
Varsha Gold 10/-,,8908008381034,,,,PLU001,,15,14,14,14,14,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,6.667,14,0,100,Miscellaneous,Miscellaneous,0
Ruby Dish Wash 400 G,,8908008381003,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Ruby Dish Wash 400 G,,8908008381003,,,,PLU001,,13,13,13,13,13,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,13,0,100,Miscellaneous,Miscellaneous,0
Ruby Dish Wash 400 G,,8908008381003,,,,PLU001,,15,15,15,15,15,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,15,0,100,Miscellaneous,Miscellaneous,0
Safa Palmolein Oil 800 G,,8908008035012,,,,PLU001,,140,135,110,110,135,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,3.571,135,0,100,Miscellaneous,Miscellaneous,0
Turky Olive Oil125 Ml,,8908007544089,,,,PLU001,,180,150,150,150,150,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,30,16.667,150,0,100,Miscellaneous,Miscellaneous,0
Zayco Pani Pure 1 Kg,,8908007475031,,,,PLU001,,160,110,110,110,110,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,50,31.25,110,0,100,Miscellaneous,Miscellaneous,0
Nova Skin Jelly White,,8908007413118,,,,PLU001,,50,50,50,50,50,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,50,0,100,Miscellaneous,Miscellaneous,0
Nova Ayurvedic Cream 27g,,8908007413088,,,,PLU001,,55,55,55,55,55,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,55,0,100,Miscellaneous,Miscellaneous,0
St. Bir Onion Oil 100ml,,8908007288860,,,,PLU001,,122,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,1.639,120,0,100,Miscellaneous,Miscellaneous,0
St. Bir Onion Oil 100ml,,8908007288860,,,,PLU001,,245,243,243,243,243,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,0.816,243,0,100,Miscellaneous,Miscellaneous,0
Gabru Beard Oil 50ml,,8908007288693,,,,PLU001,,245,240,240,240,240,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,2.041,240,0,100,Miscellaneous,Miscellaneous,0
Singh Mehandi Cone  1 B,,8908007082581,,,,PLU001,,120,100,100,100,100,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,20,16.667,100,0,100,Miscellaneous,Miscellaneous,0
Food Studio Iranian Pista 250 G,,8908006907052,,,,PLU001,,425,250,240,240,250,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,175,41.176,250,0,100,Miscellaneous,Miscellaneous,0
Catche Insta M+r,,8908006802159,,,,PLU001,,140,138,138,138,138,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,1.429,138,0,100,Miscellaneous,Miscellaneous,0
Catche Insta Double Liquid,,8908006802111,,,,PLU001,,82,80,80,80,80,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.439,80,0,100,Miscellaneous,Miscellaneous,0
Sun Pure Crystal Salt 1 Kg,,8908006521340,,,,PLU001,,18,15,12,12,15,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,3,16.667,15,0,100,Miscellaneous,Miscellaneous,0
Sun Pure Salt 1 Kg,,8908006521012,,,,PLU001,,15,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,33.333,10,0,100,Miscellaneous,Miscellaneous,0
Sun Pure Salt 1 Kg,,8908006521012,,,,PLU001,,20,15,15,15,15,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,25,15,0,100,Miscellaneous,Miscellaneous,0
Sun Pure Crystal Salt 1 Kg,,8908006521005,,,,PLU001,,18,12,12,12,12,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,6,33.333,12,0,100,Miscellaneous,Miscellaneous,0
Appitas Pire Pire 30 G,,8908006108237,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Appitas Sour & Onion 30 G,,8908006108213,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Appitas Tangy Chees 30 G,,8908006108183,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Shreeja Rose Milk 200 Ml,,8908006098194,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Sreeja Elaichi Milk 200 Ml,,8908006098187,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Shreeja Badam Milk 200 Ml,,8908006098163,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Ramaa Drybfigh Anjeer 250g,,8908005912163,,,,PLU001,,400,250,250,250,250,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,150,37.5,250,0,100,Miscellaneous,Miscellaneous,0
No Entry Insect Killer 118 G,,8908005902454,,,,PLU001,,115,115,115,115,115,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,115,0,100,Miscellaneous,Miscellaneous,0
No Entry Insect Killer 118 G,,8908005902454,,,,PLU001,,120,110,110,110,110,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,8.333,110,0,100,Miscellaneous,Miscellaneous,0
Exit No Entry M+r,,8908005902447,,,,PLU001,,85,83,83,83,83,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.353,83,0,100,Miscellaneous,Miscellaneous,0
Exit No Entry Liquid,,8908005902386,,,,PLU001,,72,70,70,70,70,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.778,70,0,100,Miscellaneous,Miscellaneous,0
No Entry Ant \ Cockroach Powder 30 G,,8908005902102,,,,PLU001,,6,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,16.667,5,0,100,Miscellaneous,Miscellaneous,0
Catch King Glue Trap Big,,8908005902065,,,,PLU001,,90,75,75,75,75,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,16.667,75,0,100,Miscellaneous,Miscellaneous,0
Catch King Glue Trap Small,,8908005902041,,,,PLU001,,50,42,40,40,42,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,8,16,42,0,100,Miscellaneous,Miscellaneous,0
M - Stick Glue Board Big,,8908005902034,,,,PLU001,,95,85,85,85,85,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,10.526,85,0,100,Miscellaneous,Miscellaneous,0
M - Stick Glue Board Small,,8908005902027,,,,PLU001,,50,47,45,45,47,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,3,6,47,0,100,Miscellaneous,Miscellaneous,0
Kona Dates 1+1 250g,,8908005401346,,,,PLU001,,110,53,53,53,53,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,57,51.818,53,0,100,Miscellaneous,Miscellaneous,0
Kona Dates 1+1 500g,,8908005401148,,,,PLU001,,220,107,107,107,107,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,113,51.364,107,0,100,Miscellaneous,Miscellaneous,0
Mayuri Soft Jhadoo 1p,,8908005400486,,,,PLU001,,145,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,25,17.241,120,0,100,Miscellaneous,Miscellaneous,0
